pair_id,status,approved,reason,gender,season,gap_days,name_similar,shared_bouts,shared_specific,conflicts,overlap_pct,event_a,date_a,n_bouts_a,event_b,date_b,n_bouts_b
412,rejected,no,shared bouts have different real results (times/scores differ),boys,2025,2,yes,1,0,3,9.1,vs. Corbin,2024-12-28,14,vs. Corbin,2024-12-30,11
413,rejected,no,shared bouts have different real results (times/scores differ),boys,2025,5,yes,1,0,2,20.0,vs. Hopkinsville,2025-01-09,8,vs. Hopkinsville,2025-01-14,5
414,rejected,no,shared bouts have different real results (times/scores differ),boys,2025,14,yes,1,0,1,16.7,vs. Danville,2025-01-14,6,vs. Danville,2025-01-28,6
415,rejected,no,shared bouts have different real results (times/scores differ),boys,2025,6,yes,1,0,2,16.7,vs. Pike County Central,2025-01-15,22,vs. Pike County Central,2025-01-21,6
416,rejected,no,shared bouts have different real results (times/scores differ),boys,2025,10,yes,1,0,3,4.5,vs. Pike County Central,2025-01-15,22,vs. Pike County Central,2025-01-25,22
417,rejected,no,shared bouts have different real results (times/scores differ),boys,2025,7,yes,0,0,4,0.0,vs. West Jessamine,2024-11-30,26,vs. West Jessamine,2024-12-07,27
418,rejected,no,shared bouts have different real results (times/scores differ),boys,2025,3,yes,0,0,3,0.0,vs. Southern,2024-12-04,24,vs. Southern,2024-12-07,39
419,rejected,no,shared bouts have different real results (times/scores differ),boys,2025,12,yes,0,0,4,0.0,vs. Nelson County,2024-12-06,19,vs. Nelson County,2024-12-18,20
420,rejected,no,shared bouts have different real results (times/scores differ),boys,2025,4,yes,0,0,5,0.0,vs. Seneca,2024-12-07,21,vs. Seneca,2024-12-11,11
421,rejected,no,shared bouts have different real results (times/scores differ),boys,2025,4,yes,0,0,5,0.0,vs. Harrisburg,2024-12-14,33,vs. Harrisburg,2024-12-18,14
422,rejected,no,shared bouts have different real results (times/scores differ),boys,2025,1,no,0,0,2,0.0,JV Regionals,2024-12-27,91,NKAC,2024-12-28,194
423,rejected,no,shared bouts have different real results (times/scores differ),boys,2025,8,yes,0,0,3,0.0,vs. Pleasure Ridge Park,2024-12-27,19,vs. Pleasure Ridge Park,2025-01-04,33
424,rejected,no,shared bouts have different real results (times/scores differ),boys,2025,7,yes,0,0,4,0.0,vs. Pleasure Ridge Park,2024-12-27,19,vs. Pleasure Ridge Park,2025-01-03,11
425,rejected,no,shared bouts have different real results (times/scores differ),boys,2025,1,no,0,0,2,0.0,Fern Creek Gladiator,2024-12-28,291,vs. Jeffersonville,2024-12-27,25
426,rejected,no,shared bouts have different real results (times/scores differ),boys,2025,5,yes,0,0,2,0.0,vs. Claiborne High School,2024-12-30,15,vs. Claiborne High School,2025-01-04,12
427,rejected,no,shared bouts have different real results (times/scores differ),boys,2025,1,yes,0,0,3,0.0,vs. Pleasure Ridge Park,2025-01-03,11,vs. Pleasure Ridge Park,2025-01-04,33
428,rejected,no,shared bouts have different real results (times/scores differ),boys,2025,11,yes,0,0,3,0.0,vs. Franklin County,2025-01-14,11,vs. Franklin County,2025-01-25,26
429,rejected,no,shared bouts have different real results (times/scores differ),boys,2025,2,no,0,0,2,0.0,South Oldham Dragon,2025-01-18,415,vs. North Oldham,2025-01-16,29
430,rejected,no,shared bouts have different real results (times/scores differ),boys,2025,7,yes,0,0,2,0.0,vs. Trinity (Louisville),2025-01-18,24,vs. Trinity (Louisville),2025-01-25,51
431,rejected,no,shared bouts have different real results (times/scores differ),boys,2025,7,yes,0,0,3,0.0,vs. Woodford County,2025-01-18,30,vs. Woodford County,2025-01-25,29
432,rejected,no,shared bouts have different real results (times/scores differ),boys,2025,2,no,0,0,3,0.0,JV Regionals,2025-01-20,203,vs. South Warren,2025-01-18,17
433,rejected,no,shared bouts have different real results (times/scores differ),boys,2025,4,yes,0,0,4,0.0,vs. Pike County Central,2025-01-21,6,vs. Pike County Central,2025-01-25,22
434,rejected,no,shared bouts have different real results (times/scores differ),boys,2025,11,yes,0,0,2,0.0,vs. Woodford County,2025-02-01,34,vs. Woodford County,2025-02-12,9
435,rejected,no,shared bouts have different real results (times/scores differ),boys,2025,4,yes,0,0,2,0.0,vs. Tates Creek,2025-02-01,20,vs. Tates Creek,2025-02-05,17
436,rejected,no,shared bouts have different real results (times/scores differ),boys,2025,1,no,0,0,4,0.0,Clipson Jones Memorial Tournament 2025,2025-02-08,227,Region 8 JV Regional Tournament,2025-02-09,52
437,rejected,no,shared bouts have different real results (times/scores differ),boys,2025,3,no,0,0,2,0.0,Clipson Jones Memorial Tournament 2025,2025-02-08,227,vs. Perry County Central,2025-02-05,20
438,rejected,no,shared bouts have different real results (times/scores differ),boys,2025,13,yes,0,0,2,0.0,KHSAA Region 8,2025-02-22,314,Region 8 JV Regional Tournament,2025-02-09,52
443,rejected,no,"one is a dual, the other a tournament, and no identical-proof bouts",boys,2026,2,no,3,0,0,4.7,Fort Campbell Region 1 JV Regions,2025-12-22,80,vs. Union County,2025-12-20,64
444,rejected,no,"one is a dual, the other a tournament, and no identical-proof bouts",boys,2026,3,no,3,0,0,37.5,1st Annual Pike County Wrestling Tournament,2026-02-10,39,vs. Pikeville,2026-02-13,8
445,rejected,no,"one is a dual, the other a tournament, and no identical-proof bouts",boys,2026,3,no,2,0,0,10.5,Cougar Classic,2025-11-29,90,vs. Pulaski County,2025-12-02,19
446,rejected,no,"one is a dual, the other a tournament, and no identical-proof bouts",boys,2026,3,no,2,0,0,14.3,Ashland Invitational Tournament,2025-12-13,190,vs. Russell,2025-12-16,14
447,rejected,no,"one is a dual, the other a tournament, and no identical-proof bouts",boys,2026,3,no,2,0,0,8.7,5th Annual Cardinal Clash,2025-12-20,390,vs. North Hardin,2025-12-23,23
448,rejected,no,"one is a dual, the other a tournament, and no identical-proof bouts",boys,2026,3,no,2,0,0,8.0,Christian County Invitational,2025-12-23,190,vs. Owensboro,2025-12-20,25
449,rejected,no,"one is a dual, the other a tournament, and no identical-proof bouts",boys,2026,1,no,2,0,0,9.1,Fern Creek Gladiator,2025-12-30,276,vs. Valley,2025-12-29,22
450,rejected,no,"one is a dual, the other a tournament, and no identical-proof bouts",boys,2026,1,no,2,0,0,18.2,Fern Creek Gladiator,2025-12-30,276,vs. Evansville F.j. Reitz,2025-12-29,11
452,rejected,no,"one is a dual, the other a tournament, and no identical-proof bouts",boys,2026,3,no,2,0,0,20.0,2026 Lou City Wrestling,2026-01-10,290,vs. Jeffersontown,2026-01-07,10
453,rejected,no,"one is a dual, the other a tournament, and no identical-proof bouts",boys,2026,1,yes,2,0,0,22.2,63rd People`s Bank of Seneca,2026-01-31,43,vs. Seneca,2026-01-30,9
455,rejected,no,shared bouts have different real results (times/scores differ),boys,2026,9,yes,1,0,2,2.5,vs. Whitley County,2025-12-13,70,vs. Whitley County,2025-12-22,40
456,rejected,no,shared bouts have different real results (times/scores differ),boys,2026,14,yes,1,0,4,5.6,vs. Pineville,2025-12-27,18,vs. Pineville,2026-01-10,21
457,rejected,no,shared bouts have different real results (times/scores differ),boys,2026,1,no,1,0,1,0.9,NKAC,2025-12-27,233,Region 5 JV Wrestling Tournament,2025-12-26,108
458,rejected,no,shared bouts have different real results (times/scores differ),boys,2026,11,yes,0,0,5,0.0,vs. Male,2025-11-25,21,vs. Male,2025-12-06,44
459,rejected,no,shared bouts have different real results (times/scores differ),boys,2026,10,yes,0,0,5,0.0,vs. Russellville,2025-12-09,6,vs. Russellville,2025-12-19,9
460,rejected,no,shared bouts have different real results (times/scores differ),boys,2026,10,yes,0,0,2,0.0,5th Annual Cardinal Clash,2025-12-20,390,Cardinal Invitational,2025-12-30,197
461,rejected,no,shared bouts have different real results (times/scores differ),boys,2026,1,no,0,0,2,0.0,Christian County Invitational,2025-12-23,190,Fort Campbell Region 1 JV Regions,2025-12-22,80
462,rejected,no,shared bouts have different real results (times/scores differ),boys,2026,14,yes,0,0,4,0.0,vs. South Warren,2026-01-03,37,vs. South Warren,2026-01-17,71
463,rejected,no,shared bouts have different real results (times/scores differ),boys,2026,10,yes,0,0,2,0.0,vs. Warren Central,2026-01-07,26,vs. Warren Central,2026-01-17,28
464,rejected,no,shared bouts have different real results (times/scores differ),boys,2026,5,yes,0,0,5,0.0,vs. Pineville,2026-01-10,21,vs. Pineville,2026-01-15,18
465,rejected,no,shared bouts have different real results (times/scores differ),boys,2026,9,yes,0,0,4,0.0,vs. South Warren,2026-01-13,9,vs. South Warren,2026-01-22,7
466,rejected,no,shared bouts have different real results (times/scores differ),boys,2026,2,no,0,0,3,0.0,Dragon Invitational,2026-01-17,359,vs. Moore,2026-01-15,14
467,rejected,no,shared bouts have different real results (times/scores differ),boys,2026,4,yes,0,0,2,0.0,vs. Southern,2026-01-17,22,vs. Southern,2026-01-21,12
468,rejected,no,shared bouts have different real results (times/scores differ),boys,2026,2,no,0,0,4,0.0,2026 Region 2 JV Tournament,2026-01-19,233,vs. South Warren,2026-01-17,71
469,rejected,no,shared bouts have different real results (times/scores differ),boys,2026,13,yes,0,0,2,0.0,KHSAA Boys/Coed Region 8,2026-02-21,279,region 8 JV Region Tournament,2026-02-08,45
