weight,round,result_type,winner_name,winner_team,winner_conf,winner_seed,winner_tpar_v1,winner_tpar_v3b,loser_name,loser_team,loser_conf,loser_seed,loser_tpar_v1,loser_tpar_v3b
141,R32,Dec,Sergio Vega,Oklahoma State,Big 12,2,4.5835,4.9070,Billy DeKraker,Northwestern,Big Ten,31,0.8181,1.0278
141,PIG,Dec,Aldo Hernandez,Appalachian State,SoCon,33,0.3487,0.3124,Matthew Martino,Princeton,CAA,32,0.3753,0.4870
149,Final,SV-1,Aden Valencia,Stanford,ACC,10,2.5583,2.7222,Shayne Van Ness,Penn State,Big Ten,1,4.8804,5.0530
149,3rd,Dec,Lachlan McNeil,Michigan,Big Ten,11,2.4013,2.6565,Chance Lamer,Nebraska,Big Ten,20,1.9243,2.0835
149,5th,Dec,Collin Gaj,Virginia Tech,ACC,4,2.2035,2.4377,Ryder Block,Iowa,Big Ten,15,2.3795,2.6632
149,7th,Dec,Cross Wasilewski,Penn,CAA,3,3.5648,3.6070,Casey Swiderski,Oklahoma State,Big 12,8,2.7775,2.9785
149,C_SF,Dec,Lachlan McNeil,Michigan,Big Ten,11,2.4013,2.6565,Ryder Block,Iowa,Big Ten,15,2.3795,2.6632
149,C_SF,Dec,Chance Lamer,Nebraska,Big Ten,20,1.9243,2.0835,Collin Gaj,Virginia Tech,ACC,4,2.2035,2.4377
149,C_QF,SV-1,Ryder Block,Iowa,Big Ten,15,2.3795,2.6632,Casey Swiderski,Oklahoma State,Big 12,8,2.7775,2.9785
149,C_QF,SV-1,Collin Gaj,Virginia Tech,ACC,4,2.2035,2.4377,Cross Wasilewski,Penn,CAA,3,3.5648,3.6070
149,C_R4,SV-1,Ryder Block,Iowa,Big Ten,15,2.3795,2.6632,Carter Young,Maryland,Big Ten,12,3.3365,3.5771
149,C_R4,Dec,Casey Swiderski,Oklahoma State,Big 12,8,2.7775,2.9785,Gabe Willochell,Wyoming,Big 12,21,1.3796,1.6185
149,C_R4,Dec,Collin Gaj,Virginia Tech,ACC,4,2.2035,2.4377,Jaxon Joy,Cornell,CAA,2,4.7093,4.8604
149,C_R4,Dec,Cross Wasilewski,Penn,CAA,3,3.5648,3.6070,Jacob Frost,Iowa State,Big 12,16,2.2467,2.4100
149,SF,TF,Shayne Van Ness,Penn State,Big Ten,1,4.8804,5.0530,Chance Lamer,Nebraska,Big Ten,20,1.9243,2.0835
149,SF,Dec,Aden Valencia,Stanford,ACC,10,2.5583,2.7222,Lachlan McNeil,Michigan,Big Ten,11,2.4013,2.6565
149,C_R3,MD,Ryder Block,Iowa,Big Ten,15,2.3795,2.6632,Michael Gioffre,Illinois,Big Ten,25,1.8679,2.1157
149,C_R3,MD,Gabe Willochell,Wyoming,Big 12,21,1.3796,1.6185,Caleb Rathjen,Northern Iowa,Big 12,14,1.6469,1.8300
149,C_R3,Dec,Collin Gaj,Virginia Tech,ACC,4,2.2035,2.4377,Koy Buesgens,NC State,ACC,5,3.2939,3.4896
149,C_R3,Dec,Jacob Frost,Iowa State,Big 12,16,2.2467,2.4100,Max Petersen,North Dakota State,Big 12,23,1.8257,1.9713
149,C_R2,Dec,Ryder Block,Iowa,Big Ten,15,2.3795,2.6632,Austin McBurney,Brown,CAA,33,1.0497,0.9756
149,C_R2,TB-1,Michael Gioffre,Illinois,Big Ten,25,1.8679,2.1157,Ethan Stiles,Ohio State,Big Ten,7,2.5457,2.8081
149,C_R2,Dec,Gabe Willochell,Wyoming,Big 12,21,1.3796,1.6185,Caleb Tyus,SIU Edwardsville,MAC,6,3.6545,3.7605
149,C_R2,Dec,Caleb Rathjen,Northern Iowa,Big 12,14,1.6469,1.8300,Kaden Cassidy,George Mason,MAC,29,2.1589,2.1084
149,C_R2,MD,Collin Gaj,Virginia Tech,ACC,4,2.2035,2.4377,Brock Herman,Little Rock,Pac-12,19,2.4160,2.6453
149,C_R2,Dec,Koy Buesgens,NC State,ACC,5,3.2939,3.4896,Andre Gonzales,Cal Poly,Pac-12,27,1.5414,1.6179
149,C_R2,Fall,Max Petersen,North Dakota State,Big 12,23,1.8257,1.9713,David Evans,Utah Valley,Big 12,9,2.8844,3.1256
149,C_R2,Dec,Jacob Frost,Iowa State,Big 12,16,2.2467,2.4100,Eugene Harney,Morgan State,EIWA,18,2.6321,2.6770
149,QF,SV-1,Shayne Van Ness,Penn State,Big Ten,1,4.8804,5.0530,Casey Swiderski,Oklahoma State,Big 12,8,2.7775,2.9785
149,QF,MD,Chance Lamer,Nebraska,Big Ten,20,1.9243,2.0835,Carter Young,Maryland,Big Ten,12,3.3365,3.5771
149,QF,Fall,Lachlan McNeil,Michigan,Big Ten,11,2.4013,2.6565,Cross Wasilewski,Penn,CAA,3,3.5648,3.6070
149,QF,Dec,Aden Valencia,Stanford,ACC,10,2.5583,2.7222,Jaxon Joy,Cornell,CAA,2,4.7093,4.8604
149,C_R1,Dec,Austin McBurney,Brown,CAA,33,1.0497,0.9756,Lucas Kapusta,Lock Haven,MAC,17,2.6959,2.5787
149,C_R1,TF,Michael Gioffre,Illinois,Big Ten,25,1.8679,2.1157,Andrew Clark,Rutgers,Big Ten,24,1.1241,1.2278
149,C_R1,Dec,Gabe Willochell,Wyoming,Big 12,21,1.3796,1.6185,Kade Brown,Pittsburgh,ACC,28,2.1738,2.2196
149,C_R1,Fall,Kaden Cassidy,George Mason,MAC,29,2.1589,2.1084,Joseph Zargo,Wisconsin,Big Ten,13,2.5369,2.7292
149,C_R1,Dec,Brock Herman,Little Rock,Pac-12,19,2.4160,2.6453,Dylan Layton,Rider,MAC,30,2.2052,2.2157
149,C_R1,Dec,Andre Gonzales,Cal Poly,Pac-12,27,1.5414,1.6179,Eligh Rivera,Princeton,CAA,22,1.2152,1.3595
149,C_R1,MD,Max Petersen,North Dakota State,Big 12,23,1.8257,1.9713,Anderson Heap,Davidson,SoCon,26,1.1311,1.0071
149,C_R1,Dec,Eugene Harney,Morgan State,EIWA,18,2.6321,2.6770,Ryan Michaels,Edinboro,MAC,31,1.9803,1.9619
149,C_PIG,Dec,Dylan Layton,Rider,MAC,30,2.2052,2.2157,Clayton Jones,Michigan State,Big Ten,32,-0.4152,-0.3752
149,R16,Fall,Shayne Van Ness,Penn State,Big Ten,1,4.8804,5.0530,Jacob Frost,Iowa State,Big 12,16,2.2467,2.4100
149,R16,MD,Casey Swiderski,Oklahoma State,Big 12,8,2.7775,2.9785,David Evans,Utah Valley,Big 12,9,2.8844,3.1256
149,R16,Dec,Carter Young,Maryland,Big Ten,12,3.3365,3.5771,Koy Buesgens,NC State,ACC,5,3.2939,3.4896
149,R16,Dec,Chance Lamer,Nebraska,Big Ten,20,1.9243,2.0835,Collin Gaj,Virginia Tech,ACC,4,2.2035,2.4377
149,R16,SV-1,Cross Wasilewski,Penn,CAA,3,3.5648,3.6070,Caleb Rathjen,Northern Iowa,Big 12,14,1.6469,1.8300
149,R16,Dec,Lachlan McNeil,Michigan,Big Ten,11,2.4013,2.6565,Caleb Tyus,SIU Edwardsville,MAC,6,3.6545,3.7605
149,R16,Dec,Aden Valencia,Stanford,ACC,10,2.5583,2.7222,Ethan Stiles,Ohio State,Big Ten,7,2.5457,2.8081
149,R16,Dec,Jaxon Joy,Cornell,CAA,2,4.7093,4.8604,Ryder Block,Iowa,Big Ten,15,2.3795,2.6632
149,R32,TF,Shayne Van Ness,Penn State,Big Ten,1,4.8804,5.0530,Austin McBurney,Brown,CAA,33,1.0497,0.9756
149,R32,Fall,Jacob Frost,Iowa State,Big 12,16,2.2467,2.4100,Lucas Kapusta,Lock Haven,MAC,17,2.6959,2.5787
149,R32,Dec,David Evans,Utah Valley,Big 12,9,2.8844,3.1256,Andrew Clark,Rutgers,Big Ten,24,1.1241,1.2278
149,R32,Dec,Casey Swiderski,Oklahoma State,Big 12,8,2.7775,2.9785,Michael Gioffre,Illinois,Big Ten,25,1.8679,2.1157
149,R32,Dec,Koy Buesgens,NC State,ACC,5,3.2939,3.4896,Kade Brown,Pittsburgh,ACC,28,2.1738,2.2196
149,R32,Dec,Carter Young,Maryland,Big Ten,12,3.3365,3.5771,Gabe Willochell,Wyoming,Big 12,21,1.3796,1.6185
149,R32,Dec,Chance Lamer,Nebraska,Big Ten,20,1.9243,2.0835,Joseph Zargo,Wisconsin,Big Ten,13,2.5369,2.7292
149,R32,Dec,Collin Gaj,Virginia Tech,ACC,4,2.2035,2.4377,Kaden Cassidy,George Mason,MAC,29,2.1589,2.1084
149,R32,MD,Cross Wasilewski,Penn,CAA,3,3.5648,3.6070,Dylan Layton,Rider,MAC,30,2.2052,2.2157
149,R32,Dec,Caleb Rathjen,Northern Iowa,Big 12,14,1.6469,1.8300,Brock Herman,Little Rock,Pac-12,19,2.4160,2.6453
149,R32,MD,Lachlan McNeil,Michigan,Big Ten,11,2.4013,2.6565,Eligh Rivera,Princeton,CAA,22,1.2152,1.3595
149,R32,Dec,Caleb Tyus,SIU Edwardsville,MAC,6,3.6545,3.7605,Andre Gonzales,Cal Poly,Pac-12,27,1.5414,1.6179
149,R32,MD,Ethan Stiles,Ohio State,Big Ten,7,2.5457,2.8081,Anderson Heap,Davidson,SoCon,26,1.1311,1.0071
149,R32,MD,Aden Valencia,Stanford,ACC,10,2.5583,2.7222,Max Petersen,North Dakota State,Big 12,23,1.8257,1.9713
149,R32,MD,Ryder Block,Iowa,Big Ten,15,2.3795,2.6632,Eugene Harney,Morgan State,EIWA,18,2.6321,2.6770
149,R32,TF,Jaxon Joy,Cornell,CAA,2,4.7093,4.8604,Ryan Michaels,Edinboro,MAC,31,1.9803,1.9619
149,PIG,Dec,Austin McBurney,Brown,CAA,33,1.0497,0.9756,Clayton Jones,Michigan State,Big Ten,32,-0.4152,-0.3752
157,Final,Dec,Landon Robideau,Oklahoma State,Big 12,5,4.1370,4.3430,Antrell Taylor,Nebraska,Big Ten,2,4.4188,4.6385
157,3rd,TF,PJ Duke,Penn State,Big Ten,1,5.3515,5.5485,Brandon Cannon,Ohio State,Big Ten,8,4.5889,4.8063
157,5th,Forfeit,Kannon Webster,Illinois,Big Ten,7,4.0183,4.1773,Ty Watters,West Virginia,Big 12,11,3.7600,3.8592
157,7th,Forfeit,Cameron Catrabone,Michigan,Big Ten,15,2.4804,2.7019,Meyer Shapiro,Cornell,CAA,3,4.8256,5.0144
157,C_SF,Dec,Brandon Cannon,Ohio State,Big Ten,8,4.5889,4.8063,Ty Watters,West Virginia,Big 12,11,3.7600,3.8592
157,C_SF,Dec,PJ Duke,Penn State,Big Ten,1,5.3515,5.5485,Kannon Webster,Illinois,Big Ten,7,4.0183,4.1773
157,C_QF,Dec,Brandon Cannon,Ohio State,Big Ten,8,4.5889,4.8063,Cameron Catrabone,Michigan,Big Ten,15,2.4804,2.7019
157,C_QF,Dec,Kannon Webster,Illinois,Big Ten,7,4.0183,4.1773,Meyer Shapiro,Cornell,CAA,3,4.8256,5.0144
157,C_R4,Dec,Cameron Catrabone,Michigan,Big Ten,15,2.4804,2.7019,Kaleb Larkin,Arizona State,Big 12,4,4.0244,4.1797
157,C_R4,MD,Brandon Cannon,Ohio State,Big Ten,8,4.5889,4.8063,Jude Swisher,Penn,CAA,6,3.1808,3.2892
157,C_R4,MD,Kannon Webster,Illinois,Big Ten,7,4.0183,4.1773,Kai Owen,Columbia,CAA,19,1.9652,2.0280
157,C_R4,Dec,Meyer Shapiro,Cornell,CAA,3,4.8256,5.0144,Daniel Cardenas,Stanford,ACC,9,4.0857,4.2204
157,SF,TB-1,Landon Robideau,Oklahoma State,Big 12,5,4.1370,4.3430,PJ Duke,Penn State,Big Ten,1,5.3515,5.5485
157,SF,Dec,Antrell Taylor,Nebraska,Big Ten,2,4.4188,4.6385,Ty Watters,West Virginia,Big 12,11,3.7600,3.8592
157,C_R3,Dec,Cameron Catrabone,Michigan,Big Ten,15,2.4804,2.7019,Jaivon Jones,Little Rock,Pac-12,24,1.3730,1.5537
157,C_R3,Dec,Jude Swisher,Penn,CAA,6,3.1808,3.2892,Ethen Miller,Virginia Tech,ACC,14,2.0673,2.2269
157,C_R3,Dec,Kai Owen,Columbia,CAA,19,1.9652,2.0280,Dylan Evans,Pittsburgh,ACC,27,2.1695,2.2268
157,C_R3,TF,Daniel Cardenas,Stanford,ACC,9,4.0857,4.2204,DJ McGee,George Mason,MAC,18,2.6553,2.6656
157,C_R2,Dec,Cameron Catrabone,Michigan,Big Ten,15,2.4804,2.7019,Cael Swensen,South Dakota State,Big 12,16,2.0287,2.2335
157,C_R2,Dec,Jaivon Jones,Little Rock,Pac-12,24,1.3730,1.5537,Logan Rozynski,Lehigh,EIWA,10,3.4613,3.5700
157,C_R2,Dec,Jude Swisher,Penn,CAA,6,3.1808,3.2892,Vinny Zerban,Iowa State,Big 12,12,3.1965,3.4418
157,C_R2,Fall,Ethen Miller,Virginia Tech,ACC,14,2.0673,2.2269,Bryce Lowery,Indiana,Big Ten,29,1.3908,1.5781
157,C_R2,Fall,Kai Owen,Columbia,CAA,19,1.9652,2.0280,Jimmy Harrington,Harvard,CAA,20,1.9128,2.0021
157,C_R2,Dec,Dylan Evans,Pittsburgh,ACC,27,2.1695,2.2268,Charlie Millard,Minnesota,Big Ten,21,2.8203,3.0170
157,C_R2,MD,Daniel Cardenas,Stanford,ACC,9,4.0857,4.2204,Kaleb Burgess,Buffalo,MAC,23,2.0523,2.0691
157,C_R2,Dec,DJ McGee,George Mason,MAC,18,2.6553,2.6656,Luke Mechler,Wisconsin,Big Ten,17,1.3860,1.6556
157,QF,TF,PJ Duke,Penn State,Big Ten,1,5.3515,5.5485,Brandon Cannon,Ohio State,Big Ten,8,4.5889,4.8063
157,QF,SV-1,Landon Robideau,Oklahoma State,Big 12,5,4.1370,4.3430,Kaleb Larkin,Arizona State,Big 12,4,4.0244,4.1797
157,QF,Dec,Ty Watters,West Virginia,Big 12,11,3.7600,3.8592,Meyer Shapiro,Cornell,CAA,3,4.8256,5.0144
157,QF,Dec,Antrell Taylor,Nebraska,Big Ten,2,4.4188,4.6385,Kannon Webster,Illinois,Big Ten,7,4.0183,4.1773
157,C_R1,MD,Cael Swensen,South Dakota State,Big 12,16,2.0287,2.2335,Yannis Charles,Morgan State,EIWA,33,-0.4985,-0.5600
157,C_R1,Dec,Jaivon Jones,Little Rock,Pac-12,24,1.3730,1.5537,Mason Shrader,Central Michigan,MAC,25,1.5791,1.6003
157,C_R1,MD,Vinny Zerban,Iowa State,Big 12,12,3.1965,3.4418,Gavin Drexler,North Dakota State,Big 12,28,1.2977,1.4973
157,C_R1,Fall,Bryce Lowery,Indiana,Big Ten,29,1.3908,1.5781,Derek Raike,Ohio,MAC,13,2.1678,2.1056
157,C_R1,Dec,Kai Owen,Columbia,CAA,19,1.9652,2.0280,Laird Root,North Carolina,ACC,30,1.3885,1.5544
157,C_R1,Dec,Dylan Evans,Pittsburgh,ACC,27,2.1695,2.2268,Colton Washleski,Virginia,ACC,22,1.4955,1.5593
157,C_R1,MD,Kaleb Burgess,Buffalo,MAC,23,2.0523,2.0691,Jonathan Ley,Navy,EIWA,26,1.3949,1.4451
157,C_R1,Dec,DJ McGee,George Mason,MAC,18,2.6553,2.6656,Garrett McChesney,Edinboro,MAC,31,-0.8387,-0.8600
157,C_PIG,Dec,Laird Root,North Carolina,ACC,30,1.3885,1.5544,Jeb Prechtel,Bellarmine,SoCon,32,-0.2648,-0.4155
157,R16,Fall,PJ Duke,Penn State,Big Ten,1,5.3515,5.5485,Luke Mechler,Wisconsin,Big Ten,17,1.3860,1.6556
157,R16,Dec,Brandon Cannon,Ohio State,Big Ten,8,4.5889,4.8063,Daniel Cardenas,Stanford,ACC,9,4.0857,4.2204
157,R16,Dec,Landon Robideau,Oklahoma State,Big 12,5,4.1370,4.3430,Charlie Millard,Minnesota,Big Ten,21,2.8203,3.0170
157,R16,Fall,Kaleb Larkin,Arizona State,Big 12,4,4.0244,4.1797,Jimmy Harrington,Harvard,CAA,20,1.9128,2.0021
157,R16,Dec,Meyer Shapiro,Cornell,CAA,3,4.8256,5.0144,Ethen Miller,Virginia Tech,ACC,14,2.0673,2.2269
157,R16,Dec,Ty Watters,West Virginia,Big 12,11,3.7600,3.8592,Jude Swisher,Penn,CAA,6,3.1808,3.2892
157,R16,MD,Kannon Webster,Illinois,Big Ten,7,4.0183,4.1773,Logan Rozynski,Lehigh,EIWA,10,3.4613,3.5700
157,R16,Dec,Antrell Taylor,Nebraska,Big Ten,2,4.4188,4.6385,Cameron Catrabone,Michigan,Big Ten,15,2.4804,2.7019
157,R32,Fall,PJ Duke,Penn State,Big Ten,1,5.3515,5.5485,Yannis Charles,Morgan State,EIWA,33,-0.4985,-0.5600
157,R32,Dec,Luke Mechler,Wisconsin,Big Ten,17,1.3860,1.6556,Cael Swensen,South Dakota State,Big 12,16,2.0287,2.2335
157,R32,Dec,Daniel Cardenas,Stanford,ACC,9,4.0857,4.2204,Jaivon Jones,Little Rock,Pac-12,24,1.3730,1.5537
157,R32,Dec,Brandon Cannon,Ohio State,Big Ten,8,4.5889,4.8063,Mason Shrader,Central Michigan,MAC,25,1.5791,1.6003
157,R32,Dec,Landon Robideau,Oklahoma State,Big 12,5,4.1370,4.3430,Gavin Drexler,North Dakota State,Big 12,28,1.2977,1.4973
157,R32,Dec,Charlie Millard,Minnesota,Big Ten,21,2.8203,3.0170,Vinny Zerban,Iowa State,Big 12,12,3.1965,3.4418
157,R32,SV-1,Jimmy Harrington,Harvard,CAA,20,1.9128,2.0021,Derek Raike,Ohio,MAC,13,2.1678,2.1056
157,R32,MD,Kaleb Larkin,Arizona State,Big 12,4,4.0244,4.1797,Bryce Lowery,Indiana,Big Ten,29,1.3908,1.5781
157,R32,MD,Meyer Shapiro,Cornell,CAA,3,4.8256,5.0144,Laird Root,North Carolina,ACC,30,1.3885,1.5544
157,R32,Dec,Ethen Miller,Virginia Tech,ACC,14,2.0673,2.2269,Kai Owen,Columbia,CAA,19,1.9652,2.0280
157,R32,Fall,Ty Watters,West Virginia,Big 12,11,3.7600,3.8592,Colton Washleski,Virginia,ACC,22,1.4955,1.5593
157,R32,Dec,Jude Swisher,Penn,CAA,6,3.1808,3.2892,Dylan Evans,Pittsburgh,ACC,27,2.1695,2.2268
157,R32,Dec,Kannon Webster,Illinois,Big Ten,7,4.0183,4.1773,Jonathan Ley,Navy,EIWA,26,1.3949,1.4451
157,R32,Dec,Logan Rozynski,Lehigh,EIWA,10,3.4613,3.5700,Kaleb Burgess,Buffalo,MAC,23,2.0523,2.0691
157,R32,Dec,Cameron Catrabone,Michigan,Big Ten,15,2.4804,2.7019,DJ McGee,George Mason,MAC,18,2.6553,2.6656
157,R32,TF,Antrell Taylor,Nebraska,Big Ten,2,4.4188,4.6385,Garrett McChesney,Edinboro,MAC,31,-0.8387,-0.8600
157,PIG,Dec,Yannis Charles,Morgan State,EIWA,33,-0.4985,-0.5600,Jeb Prechtel,Bellarmine,SoCon,32,-0.2648,-0.4155
165,Final,TF,Mitchell Mesenbrink,Penn State,Big Ten,1,5.7948,5.9457,Mikey Caliendo,Iowa,Big Ten,3,4.1042,4.3175
165,3rd,Dec,Cesar Alvan,Columbia,CAA,12,2.0389,2.0624,Nicco Ruiz,Arizona State,Big 12,4,3.1614,3.3886
165,5th,Forfeit,Andrew Sparks,Minnesota,Big Ten,13,2.6424,2.8924,Joey Blaze,Purdue,Big Ten,2,3.8409,4.0035
165,7th,MD,Bryce Hepner,North Carolina,ACC,9,3.1026,3.2511,Paddy Gallagher,Ohio State,Big Ten,16,1.9600,2.0791
165,C_SF,Dec,Nicco Ruiz,Arizona State,Big 12,4,3.1614,3.3886,Joey Blaze,Purdue,Big Ten,2,3.8409,4.0035
165,C_SF,Dec,Cesar Alvan,Columbia,CAA,12,2.0389,2.0624,Andrew Sparks,Minnesota,Big Ten,13,2.6424,2.8924
165,C_QF,Dec,Nicco Ruiz,Arizona State,Big 12,4,3.1614,3.3886,Bryce Hepner,North Carolina,ACC,9,3.1026,3.2511
165,C_QF,MD,Andrew Sparks,Minnesota,Big Ten,13,2.6424,2.8924,Paddy Gallagher,Ohio State,Big Ten,16,1.9600,2.0791
165,C_R4,Dec,Nicco Ruiz,Arizona State,Big 12,4,3.1614,3.3886,Max Brignola,Lehigh,EIWA,7,3.4330,3.4922
165,C_R4,Dec,Bryce Hepner,North Carolina,ACC,9,3.1026,3.2511,Ryder Downey,Northern Iowa,Big 12,11,2.6821,2.9155
165,C_R4,Dec,Andrew Sparks,Minnesota,Big Ten,13,2.6424,2.8924,Will Denny,NC State,ACC,10,2.6605,2.8400
165,C_R4,SV-1,Paddy Gallagher,Ohio State,Big Ten,16,1.9600,2.0791,EJ Parco,Stanford,ACC,27,0.5768,0.7579
165,SF,TF,Mitchell Mesenbrink,Penn State,Big Ten,1,5.7948,5.9457,Cesar Alvan,Columbia,CAA,12,2.0389,2.0624
165,SF,SV-1,Mikey Caliendo,Iowa,Big Ten,3,4.1042,4.3175,Joey Blaze,Purdue,Big Ten,2,3.8409,4.0035
165,C_R3,Dec,Max Brignola,Lehigh,EIWA,7,3.4330,3.4922,Cody Walsh,Drexel,EIWA,32,0.9036,0.8971
165,C_R3,TF,Ryder Downey,Northern Iowa,Big 12,11,2.6821,2.9155,Noah Mulvaney,Bucknell,EIWA,19,2.0142,1.9850
165,C_R3,Dec,Andrew Sparks,Minnesota,Big Ten,13,2.6424,2.8924,LaDarion Lockett,Oklahoma State,Big 12,5,3.6183,3.8533
165,C_R3,Dec,Paddy Gallagher,Ohio State,Big Ten,16,1.9600,2.0791,Matty Bianchi,Little Rock,Pac-12,8,3.4553,3.5721
165,C_R2,Dec,Cody Walsh,Drexel,EIWA,32,0.9036,0.8971,Connor Euton,Iowa State,Big 12,15,2.3723,2.6965
165,C_R2,SV-1,Max Brignola,Lehigh,EIWA,7,3.4330,3.4922,Sean Seefeldt,Penn,CAA,24,2.0704,2.1419
165,C_R2,TF,Ryder Downey,Northern Iowa,Big 12,11,2.6821,2.9155,Cody Goebel,Wisconsin,Big Ten,28,0.2055,0.3827
165,C_R2,Dec,Noah Mulvaney,Bucknell,EIWA,19,2.0142,1.9850,Ty Whalen,Princeton,CAA,20,2.8242,2.9532
165,C_R2,Dec,Andrew Sparks,Minnesota,Big Ten,13,2.6424,2.8924,Thomas Snipes,The Citadel,SoCon,30,1.2264,1.2039
165,C_R2,TB-1,LaDarion Lockett,Oklahoma State,Big 12,5,3.6183,3.8533,LJ Araujo,Nebraska,Big Ten,6,2.5959,2.7722
165,C_R2,Dec,Matty Bianchi,Little Rock,Pac-12,8,3.4553,3.5721,Tyler Lillard,Indiana,Big Ten,26,1.8168,1.9714
165,C_R2,Dec,Paddy Gallagher,Ohio State,Big Ten,16,1.9600,2.0791,Jared Keslar,Pittsburgh,ACC,31,0.8659,0.9189
165,QF,Dec,Mitchell Mesenbrink,Penn State,Big Ten,1,5.7948,5.9457,Bryce Hepner,North Carolina,ACC,9,3.1026,3.2511
165,QF,Dec,Cesar Alvan,Columbia,CAA,12,2.0389,2.0624,Nicco Ruiz,Arizona State,Big 12,4,3.1614,3.3886
165,QF,MD,Mikey Caliendo,Iowa,Big Ten,3,4.1042,4.3175,EJ Parco,Stanford,ACC,27,0.5768,0.7579
165,QF,Dec,Joey Blaze,Purdue,Big Ten,2,3.8409,4.0035,Will Denny,NC State,ACC,10,2.6605,2.8400
165,C_R1,MD,Cody Walsh,Drexel,EIWA,32,0.9036,0.8971,Braeden Scoles,Illinois,Big Ten,17,2.3250,2.5533
165,C_R1,Dec,Sean Seefeldt,Penn,CAA,24,2.0704,2.1419,Mac Church,Virginia Tech,ACC,25,1.7842,1.8094
165,C_R1,Dec,Cody Goebel,Wisconsin,Big Ten,28,0.2055,0.3827,Brock Woodcock,SIU Edwardsville,MAC,21,2.2126,2.3385
165,C_R1,MD,Ty Whalen,Princeton,CAA,20,2.8242,2.9532,Ryan Burgos,Edinboro,MAC,29,2.1124,2.1292
165,C_R1,TB-1,Thomas Snipes,The Citadel,SoCon,30,1.2264,1.2039,Andrew Barbosa,Rutgers,Big Ten,14,2.1632,2.3656
165,C_R1,TF,LJ Araujo,Nebraska,Big Ten,6,2.5959,2.7722,Matthew Olguin,Oregon State,Pac-12,22,1.9587,2.0693
165,C_R1,Fall,Tyler Lillard,Indiana,Big Ten,26,1.8168,1.9714,Chris Earnest,Kent State,MAC,23,1.9365,1.8600
165,C_R1,MD,Jared Keslar,Pittsburgh,ACC,31,0.8659,0.9189,Gunner Filipowicz,Army West Point,EIWA,18,2.4677,2.4581
165,C_PIG,MD,Thomas Snipes,The Citadel,SoCon,30,1.2264,1.2039,Ryan Vigil,VMI,SoCon,33,0.2217,0.1108
165,R16,MD,Mitchell Mesenbrink,Penn State,Big Ten,1,5.7948,5.9457,Paddy Gallagher,Ohio State,Big Ten,16,1.9600,2.0791
